Model,h(m),hw(m),Alpha,Cohesion,Friction,FOS
modelo_h_04_hwp_080_alpha_20_c_20_phi_20.hjs,4,3.2,20,20,20,2.472375868
modelo_h_04_hwp_080_alpha_20_c_20_phi_25.hjs,4,3.2,20,20,25,2.803820938
modelo_h_04_hwp_080_alpha_20_c_20_phi_30.hjs,4,3.2,20,20,30,3.162577802
modelo_h_04_hwp_080_alpha_20_c_20_phi_35.hjs,4,3.2,20,20,35,3.558334264
modelo_h_04_hwp_080_alpha_20_c_20_phi_40.hjs,4,3.2,20,20,40,3.993368464
modelo_h_04_hwp_080_alpha_20_c_20_phi_45.hjs,4,3.2,20,20,45,4.47273383
modelo_h_04_hwp_080_alpha_25_c_00_phi_15.hjs,4,3.2,25,0,15,0.496029737
modelo_h_04_hwp_080_alpha_25_c_00_phi_20.hjs,4,3.2,25,0,20,0.698103273
modelo_h_04_hwp_080_alpha_25_c_00_phi_25.hjs,4,3.2,25,0,25,0.912001481
modelo_h_04_hwp_080_alpha_25_c_00_phi_30.hjs,4,3.2,25,0,30,1.1423998
modelo_h_04_hwp_080_alpha_25_c_00_phi_35.hjs,4,3.2,25,0,35,1.395279052
modelo_h_04_hwp_080_alpha_25_c_00_phi_40.hjs,4,3.2,25,0,40,1.678624339
modelo_h_04_hwp_080_alpha_25_c_00_phi_45.hjs,4,3.2,25,0,45,2.003547091
modelo_h_04_hwp_080_alpha_25_c_05_phi_15.hjs,4,3.2,25,5,15,0.875356476
modelo_h_04_hwp_080_alpha_25_c_05_phi_20.hjs,4,3.2,25,5,20,1.102169886
modelo_h_04_hwp_080_alpha_25_c_05_phi_25.hjs,4,3.2,25,5,25,1.342285818
modelo_h_04_hwp_080_alpha_25_c_05_phi_30.hjs,4,3.2,25,5,30,1.600035009
modelo_h_04_hwp_080_alpha_25_c_05_phi_35.hjs,4,3.2,25,5,35,1.879369532
modelo_h_04_hwp_080_alpha_25_c_05_phi_40.hjs,4,3.2,25,5,40,2.187386796
modelo_h_04_hwp_080_alpha_25_c_05_phi_45.hjs,4,3.2,25,5,45,2.54044529
modelo_h_04_hwp_080_alpha_25_c_10_phi_15.hjs,4,3.2,25,10,15,1.177991706
modelo_h_04_hwp_080_alpha_25_c_10_phi_20.hjs,4,3.2,25,10,20,1.418439312
modelo_h_04_hwp_080_alpha_25_c_10_phi_25.hjs,4,3.2,25,10,25,1.660866661
modelo_h_04_hwp_080_alpha_25_c_10_phi_30.hjs,4,3.2,25,10,30,1.919448407
modelo_h_04_hwp_080_alpha_25_c_10_phi_35.hjs,4,3.2,25,10,35,2.203298071
modelo_h_04_hwp_080_alpha_25_c_10_phi_40.hjs,4,3.2,25,10,40,2.5213687
modelo_h_04_hwp_080_alpha_25_c_10_phi_45.hjs,4,3.2,25,10,45,2.886208117
modelo_h_04_hwp_080_alpha_25_c_15_phi_15.hjs,4,3.2,25,15,15,1.448713034
modelo_h_04_hwp_080_alpha_25_c_15_phi_20.hjs,4,3.2,25,15,20,1.688865953
modelo_h_04_hwp_080_alpha_25_c_15_phi_25.hjs,4,3.2,25,15,25,1.944366164
modelo_h_04_hwp_080_alpha_25_c_15_phi_30.hjs,4,3.2,25,15,30,2.220950978
modelo_h_04_hwp_080_alpha_25_c_15_phi_35.hjs,4,3.2,25,15,35,2.521909037
modelo_h_04_hwp_080_alpha_25_c_15_phi_40.hjs,4,3.2,25,15,40,2.839916826
modelo_h_04_hwp_080_alpha_25_c_15_phi_45.hjs,4,3.2,25,15,45,3.20470097
modelo_h_04_hwp_080_alpha_25_c_20_phi_15.hjs,4,3.2,25,20,15,1.71960971
modelo_h_04_hwp_080_alpha_25_c_20_phi_20.hjs,4,3.2,25,20,20,1.959510431
modelo_h_04_hwp_080_alpha_25_c_20_phi_25.hjs,4,3.2,25,20,25,2.214795384
modelo_h_04_hwp_080_alpha_25_c_20_phi_30.hjs,4,3.2,25,20,30,2.491177977
modelo_h_04_hwp_080_alpha_25_c_20_phi_35.hjs,4,3.2,25,20,35,2.79621026
modelo_h_04_hwp_080_alpha_25_c_20_phi_40.hjs,4,3.2,25,20,40,3.139852385
modelo_h_04_hwp_080_alpha_25_c_20_phi_45.hjs,4,3.2,25,20,45,3.523303817
modelo_h_04_hwp_080_alpha_30_c_00_phi_15.hjs,4,3.2,30,0,15,0.407905786
modelo_h_04_hwp_080_alpha_30_c_00_phi_20.hjs,4,3.2,30,0,20,0.574079659
modelo_h_04_hwp_080_alpha_30_c_00_phi_25.hjs,4,3.2,30,0,25,0.75005869
modelo_h_04_hwp_080_alpha_30_c_00_phi_30.hjs,4,3.2,30,0,30,0.939543862
modelo_h_04_hwp_080_alpha_30_c_00_phi_35.hjs,4,3.2,30,0,35,1.147519918
modelo_h_04_hwp_080_alpha_30_c_00_phi_40.hjs,4,3.2,30,0,40,1.380551729
modelo_h_04_hwp_080_alpha_30_c_00_phi_45.hjs,4,3.2,30,0,45,1.647778166
modelo_h_04_hwp_080_alpha_30_c_05_phi_15.hjs,4,3.2,30,5,15,0.714816835
modelo_h_04_hwp_080_alpha_30_c_05_phi_20.hjs,4,3.2,30,5,20,0.897933598
modelo_h_04_hwp_080_alpha_30_c_05_phi_25.hjs,4,3.2,30,5,25,1.09183247
modelo_h_04_hwp_080_alpha_30_c_05_phi_30.hjs,4,3.2,30,5,30,1.30039337
modelo_h_04_hwp_080_alpha_30_c_05_phi_35.hjs,4,3.2,30,5,35,1.525176318
modelo_h_04_hwp_080_alpha_30_c_05_phi_40.hjs,4,3.2,30,5,40,1.776226055
modelo_h_04_hwp_080_alpha_30_c_05_phi_45.hjs,4,3.2,30,5,45,2.060059303
modelo_h_04_hwp_080_alpha_30_c_10_phi_15.hjs,4,3.2,30,10,15,0.96774892
modelo_h_04_hwp_080_alpha_30_c_10_phi_20.hjs,4,3.2,30,10,20,1.159925732
modelo_h_04_hwp_080_alpha_30_c_10_phi_25.hjs,4,3.2,30,10,25,1.357147523
modelo_h_04_hwp_080_alpha_30_c_10_phi_30.hjs,4,3.2,30,10,30,1.565940467
modelo_h_04_hwp_080_alpha_30_c_10_phi_35.hjs,4,3.2,30,10,35,1.795115123
modelo_h_04_hwp_080_alpha_30_c_10_phi_40.hjs,4,3.2,30,10,40,2.051907676
modelo_h_04_hwp_080_alpha_30_c_10_phi_45.hjs,4,3.2,30,10,45,2.346383844
modelo_h_04_hwp_080_alpha_30_c_15_phi_15.hjs,4,3.2,30,15,15,1.196636417
modelo_h_04_hwp_080_alpha_30_c_15_phi_20.hjs,4,3.2,30,15,20,1.388497802
modelo_h_04_hwp_080_alpha_30_c_15_phi_25.hjs,4,3.2,30,15,25,1.592737599
modelo_h_04_hwp_080_alpha_30_c_15_phi_30.hjs,4,3.2,30,15,30,1.813913157
modelo_h_04_hwp_080_alpha_30_c_15_phi_35.hjs,4,3.2,30,15,35,2.057991856
modelo_h_04_hwp_080_alpha_30_c_15_phi_40.hjs,4,3.2,30,15,40,2.317211582
modelo_h_04_hwp_080_alpha_30_c_15_phi_45.hjs,4,3.2,30,15,45,2.611678211
modelo_h_04_hwp_080_alpha_30_c_20_phi_15.hjs,4,3.2,30,20,15,1.425698657
modelo_h_04_hwp_080_alpha_30_c_20_phi_20.hjs,4,3.2,30,20,20,1.617306155
modelo_h_04_hwp_080_alpha_30_c_20_phi_25.hjs,4,3.2,30,20,25,1.821307539
modelo_h_04_hwp_080_alpha_30_c_20_phi_30.hjs,4,3.2,30,20,30,2.042277956
modelo_h_04_hwp_080_alpha_30_c_20_phi_35.hjs,4,3.2,30,20,35,2.286177375
modelo_h_04_hwp_080_alpha_30_c_20_phi_40.hjs,4,3.2,30,20,40,2.561095798
modelo_h_04_hwp_080_alpha_30_c_20_phi_45.hjs,4,3.2,30,20,45,2.877001102
modelo_h_04_hwp_080_alpha_35_c_00_phi_15.hjs,4,3.2,35,0,15,0.335726957
modelo_h_04_hwp_080_alpha_35_c_00_phi_20.hjs,4,3.2,35,0,20,0.47249654
modelo_h_04_hwp_080_alpha_35_c_00_phi_25.hjs,4,3.2,35,0,25,0.617269616
modelo_h_04_hwp_080_alpha_35_c_00_phi_30.hjs,4,3.2,35,0,30,0.773207988
modelo_h_04_hwp_080_alpha_35_c_00_phi_35.hjs,4,3.2,35,0,35,0.944455782
modelo_h_04_hwp_080_alpha_35_c_00_phi_40.hjs,4,3.2,35,0,40,1.136248485
modelo_h_04_hwp_080_alpha_35_c_00_phi_45.hjs,4,3.2,35,0,45,1.356186208
modelo_h_04_hwp_080_alpha_35_c_05_phi_15.hjs,4,3.2,35,5,15,0.609211573
modelo_h_04_hwp_080_alpha_35_c_05_phi_20.hjs,4,3.2,35,5,20,0.756836656
modelo_h_04_hwp_080_alpha_35_c_05_phi_25.hjs,4,3.2,35,5,25,0.913119395
modelo_h_04_hwp_080_alpha_35_c_05_phi_30.hjs,4,3.2,35,5,30,1.081466648
modelo_h_04_hwp_080_alpha_35_c_05_phi_35.hjs,4,3.2,35,5,35,1.266299063
modelo_h_04_hwp_080_alpha_35_c_05_phi_40.hjs,4,3.2,35,5,40,1.473356083
modelo_h_04_hwp_080_alpha_35_c_05_phi_45.hjs,4,3.2,35,5,45,1.709114714
modelo_h_04_hwp_080_alpha_35_c_10_phi_15.hjs,4,3.2,35,10,15,0.830392741
modelo_h_04_hwp_080_alpha_35_c_10_phi_20.hjs,4,3.2,35,10,20,0.985577476
modelo_h_04_hwp_080_alpha_35_c_10_phi_25.hjs,4,3.2,35,10,25,1.149100354
modelo_h_04_hwp_080_alpha_35_c_10_phi_30.hjs,4,3.2,35,10,30,1.326116796
modelo_h_04_hwp_080_alpha_35_c_10_phi_35.hjs,4,3.2,35,10,35,1.513040049
modelo_h_04_hwp_080_alpha_35_c_10_phi_40.hjs,4,3.2,35,10,40,1.720069515
modelo_h_04_hwp_080_alpha_35_c_10_phi_45.hjs,4,3.2,35,10,45,1.957493058
modelo_h_04_hwp_080_alpha_35_c_15_phi_15.hjs,4,3.2,35,15,15,1.035244306
modelo_h_04_hwp_080_alpha_35_c_15_phi_20.hjs,4,3.2,35,15,20,1.193997124
modelo_h_04_hwp_080_alpha_35_c_15_phi_25.hjs,4,3.2,35,15,25,1.361286606
modelo_h_04_hwp_080_alpha_35_c_15_phi_30.hjs,4,3.2,35,15,30,1.53900838
modelo_h_04_hwp_080_alpha_35_c_15_phi_35.hjs,4,3.2,35,15,35,1.734024085
modelo_h_04_hwp_080_alpha_35_c_15_phi_40.hjs,4,3.2,35,15,40,1.953734428
modelo_h_04_hwp_080_alpha_35_c_15_phi_45.hjs,4,3.2,35,15,45,2.20425939
modelo_h_04_hwp_080_alpha_35_c_20_phi_15.hjs,4,3.2,35,20,15,1.238271844
modelo_h_04_hwp_080_alpha_35_c_20_phi_20.hjs,4,3.2,35,20,20,1.397772837
modelo_h_04_hwp_080_alpha_35_c_20_phi_25.hjs,4,3.2,35,20,25,1.567438888
modelo_h_04_hwp_080_alpha_35_c_20_phi_30.hjs,4,3.2,35,20,30,1.748436736
modelo_h_04_hwp_080_alpha_35_c_20_phi_35.hjs,4,3.2,35,20,35,1.947035264
modelo_h_04_hwp_080_alpha_35_c_20_phi_40.hjs,4,3.2,35,20,40,2.166538346
modelo_h_04_hwp_080_alpha_35_c_20_phi_45.hjs,4,3.2,35,20,45,2.419800233
modelo_h_04_hwp_080_alpha_40_c_00_phi_15.hjs,4,3.2,40,0,15,0.279733343
modelo_h_04_hwp_080_alpha_40_c_00_phi_20.hjs,4,3.2,40,0,20,0.393693391
modelo_h_04_hwp_080_alpha_40_c_00_phi_25.hjs,4,3.2,40,0,25,0.514323143
modelo_h_04_hwp_080_alpha_40_c_00_phi_30.hjs,4,3.2,40,0,30,0.644259308
modelo_h_04_hwp_080_alpha_40_c_00_phi_35.hjs,4,3.2,40,0,35,0.786875448
modelo_h_04_hwp_080_alpha_40_c_00_phi_40.hjs,4,3.2,40,0,40,0.946755662
modelo_h_04_hwp_080_alpha_40_c_00_phi_45.hjs,4,3.2,40,0,45,1.130016274
modelo_h_04_hwp_080_alpha_40_c_05_phi_15.hjs,4,3.2,40,5,15,0.528347196
modelo_h_04_hwp_080_alpha_40_c_05_phi_20.hjs,4,3.2,40,5,20,0.652242246
modelo_h_04_hwp_080_alpha_40_c_05_phi_25.hjs,4,3.2,40,5,25,0.783399933
modelo_h_04_hwp_080_alpha_40_c_05_phi_30.hjs,4,3.2,40,5,30,0.922822657
modelo_h_04_hwp_080_alpha_40_c_05_phi_35.hjs,4,3.2,40,5,35,1.074075475
modelo_h_04_hwp_080_alpha_40_c_05_phi_40.hjs,4,3.2,40,5,40,1.2435597
modelo_h_04_hwp_080_alpha_40_c_05_phi_45.hjs,4,3.2,40,5,45,1.43796134
modelo_h_04_hwp_080_alpha_40_c_10_phi_15.hjs,4,3.2,40,10,15,0.718718767
modelo_h_04_hwp_080_alpha_40_c_10_phi_20.hjs,4,3.2,40,10,20,0.84628495
modelo_h_04_hwp_080_alpha_40_c_10_phi_25.hjs,4,3.2,40,10,25,0.982173736
modelo_h_04_hwp_080_alpha_40_c_10_phi_30.hjs,4,3.2,40,10,30,1.129395679
modelo_h_04_hwp_080_alpha_40_c_10_phi_35.hjs,4,3.2,40,10,35,1.291885497
modelo_h_04_hwp_080_alpha_40_c_10_phi_40.hjs,4,3.2,40,10,40,1.47502607
modelo_h_04_hwp_080_alpha_40_c_10_phi_45.hjs,4,3.2,40,10,45,1.67692754
modelo_h_04_hwp_080_alpha_40_c_15_phi_15.hjs,4,3.2,40,15,15,0.908911714
modelo_h_04_hwp_080_alpha_40_c_15_phi_20.hjs,4,3.2,40,15,20,1.036095174
modelo_h_04_hwp_080_alpha_40_c_15_phi_25.hjs,4,3.2,40,15,25,1.171654494
modelo_h_04_hwp_080_alpha_40_c_15_phi_30.hjs,4,3.2,40,15,30,1.318594499
modelo_h_04_hwp_080_alpha_40_c_15_phi_35.hjs,4,3.2,40,15,35,1.480839442
modelo_h_04_hwp_080_alpha_40_c_15_phi_40.hjs,4,3.2,40,15,40,1.663767221
modelo_h_04_hwp_080_alpha_40_c_15_phi_45.hjs,4,3.2,40,15,45,1.874953798
modelo_h_04_hwp_080_alpha_40_c_20_phi_15.hjs,4,3.2,40,20,15,1.099302956
modelo_h_04_hwp_080_alpha_40_c_20_phi_20.hjs,4,3.2,40,20,20,1.226175104
modelo_h_04_hwp_080_alpha_40_c_20_phi_25.hjs,4,3.2,40,20,25,1.361461402
modelo_h_04_hwp_080_alpha_40_c_20_phi_30.hjs,4,3.2,40,20,30,1.508145282
modelo_h_04_hwp_080_alpha_40_c_20_phi_35.hjs,4,3.2,40,20,35,1.670152622
modelo_h_04_hwp_080_alpha_40_c_20_phi_40.hjs,4,3.2,40,20,40,1.852869879
modelo_h_04_hwp_080_alpha_40_c_20_phi_45.hjs,4,3.2,40,20,45,2.063855436
modelo_h_04_hwp_080_alpha_45_c_00_phi_15.hjs,4,3.2,45,0,15,0.241208846
modelo_h_04_hwp_080_alpha_45_c_00_phi_20.hjs,4,3.2,45,0,20,0.339477428
modelo_h_04_hwp_080_alpha_45_c_00_phi_25.hjs,4,3.2,45,0,25,0.443569418
modelo_h_04_hwp_080_alpha_45_c_00_phi_30.hjs,4,3.2,45,0,30,0.555628245
modelo_h_04_hwp_080_alpha_45_c_00_phi_35.hjs,4,3.2,45,0,35,0.67862209
modelo_h_04_hwp_080_alpha_45_c_00_phi_40.hjs,4,3.2,45,0,40,0.816406518
modelo_h_04_hwp_080_alpha_45_c_00_phi_45.hjs,4,3.2,45,0,45,0.97443333
modelo_h_04_hwp_080_alpha_45_c_05_phi_15.hjs,4,3.2,45,5,15,0.465284045
modelo_h_04_hwp_080_alpha_45_c_05_phi_20.hjs,4,3.2,45,5,20,0.572037264
modelo_h_04_hwp_080_alpha_45_c_05_phi_25.hjs,4,3.2,45,5,25,0.683183521
modelo_h_04_hwp_080_alpha_45_c_05_phi_30.hjs,4,3.2,45,5,30,0.803505876
modelo_h_04_hwp_080_alpha_45_c_05_phi_35.hjs,4,3.2,45,5,35,0.932694129
modelo_h_04_hwp_080_alpha_45_c_05_phi_40.hjs,4,3.2,45,5,40,1.07510433
modelo_h_04_hwp_080_alpha_45_c_05_phi_45.hjs,4,3.2,45,5,45,1.238415229
modelo_h_04_hwp_080_alpha_45_c_10_phi_15.hjs,4,3.2,45,10,15,0.646989462
modelo_h_04_hwp_080_alpha_45_c_10_phi_20.hjs,4,3.2,45,10,20,0.753467402
modelo_h_04_hwp_080_alpha_45_c_10_phi_25.hjs,4,3.2,45,10,25,0.866974138
modelo_h_04_hwp_080_alpha_45_c_10_phi_30.hjs,4,3.2,45,10,30,0.98999637
modelo_h_04_hwp_080_alpha_45_c_10_phi_35.hjs,4,3.2,45,10,35,1.12582905
modelo_h_04_hwp_080_alpha_45_c_10_phi_40.hjs,4,3.2,45,10,40,1.277062532
modelo_h_04_hwp_080_alpha_45_c_10_phi_45.hjs,4,3.2,45,10,45,1.449148689
modelo_h_04_hwp_080_alpha_45_c_15_phi_15.hjs,4,3.2,45,15,15,0.829086694
modelo_h_04_hwp_080_alpha_45_c_15_phi_20.hjs,4,3.2,45,15,20,0.935173454
modelo_h_04_hwp_080_alpha_45_c_15_phi_25.hjs,4,3.2,45,15,25,1.048336292
modelo_h_04_hwp_080_alpha_45_c_15_phi_30.hjs,4,3.2,45,15,30,1.171056289
modelo_h_04_hwp_080_alpha_45_c_15_phi_35.hjs,4,3.2,45,15,35,1.306632348
modelo_h_04_hwp_080_alpha_45_c_15_phi_40.hjs,4,3.2,45,15,40,1.459526593
modelo_h_04_hwp_080_alpha_45_c_15_phi_45.hjs,4,3.2,45,15,45,1.636097608
modelo_h_04_hwp_080_alpha_45_c_20_phi_15.hjs,4,3.2,45,20,15,1.011355146
modelo_h_04_hwp_080_alpha_45_c_20_phi_20.hjs,4,3.2,45,20,20,1.117137519
modelo_h_04_hwp_080_alpha_45_c_20_phi_25.hjs,4,3.2,45,20,25,1.230020384
modelo_h_04_hwp_080_alpha_45_c_20_phi_30.hjs,4,3.2,45,20,30,1.352484955
modelo_h_04_hwp_080_alpha_45_c_20_phi_35.hjs,4,3.2,45,20,35,1.487816032
modelo_h_04_hwp_080_alpha_45_c_20_phi_40.hjs,4,3.2,45,20,40,1.640497096
modelo_h_04_hwp_080_alpha_45_c_20_phi_45.hjs,4,3.2,45,20,45,1.745398547
modelo_h_04_hwp_080_alpha_50_c_00_phi_15.hjs,4,3.2,50,0,15,0.209362128
modelo_h_04_hwp_080_alpha_50_c_00_phi_20.hjs,4,3.2,50,0,20,0.293273328
modelo_h_04_hwp_080_alpha_50_c_00_phi_25.hjs,4,3.2,50,0,25,0.38213841
modelo_h_04_hwp_080_alpha_50_c_00_phi_30.hjs,4,3.2,50,0,30,0.477799031
modelo_h_04_hwp_080_alpha_50_c_00_phi_35.hjs,4,3.2,50,0,35,0.582731115
modelo_h_04_hwp_080_alpha_50_c_00_phi_40.hjs,4,3.2,50,0,40,0.700512833
modelo_h_04_hwp_080_alpha_50_c_00_phi_45.hjs,4,3.2,50,0,45,0.835848997
modelo_h_04_hwp_080_alpha_50_c_05_phi_15.hjs,4,3.2,50,5,15,0.422797795
modelo_h_04_hwp_080_alpha_50_c_05_phi_20.hjs,4,3.2,50,5,20,0.509923094
modelo_h_04_hwp_080_alpha_50_c_05_phi_25.hjs,4,3.2,50,5,25,0.602797117
modelo_h_04_hwp_080_alpha_50_c_05_phi_30.hjs,4,3.2,50,5,30,0.703370416
modelo_h_04_hwp_080_alpha_50_c_05_phi_35.hjs,4,3.2,50,5,35,0.814207045
modelo_h_04_hwp_080_alpha_50_c_05_phi_40.hjs,4,3.2,50,5,40,0.934443979
modelo_h_04_hwp_080_alpha_50_c_05_phi_45.hjs,4,3.2,50,5,45,1.072323135
modelo_h_04_hwp_080_alpha_50_c_10_phi_15.hjs,4,3.2,50,10,15,0.615639764
modelo_h_04_hwp_080_alpha_50_c_10_phi_20.hjs,4,3.2,50,10,20,0.703543778
modelo_h_04_hwp_080_alpha_50_c_10_phi_25.hjs,4,3.2,50,10,25,0.795864252
modelo_h_04_hwp_080_alpha_50_c_10_phi_30.hjs,4,3.2,50,10,30,0.895981646
modelo_h_04_hwp_080_alpha_50_c_10_phi_35.hjs,4,3.2,50,10,35,1.006542915
modelo_h_04_hwp_080_alpha_50_c_10_phi_40.hjs,4,3.2,50,10,40,1.131164087
modelo_h_04_hwp_080_alpha_50_c_10_phi_45.hjs,4,3.2,50,10,45,1.274974617
modelo_h_04_hwp_080_alpha_50_c_15_phi_15.hjs,4,3.2,50,15,15,0.806214342
modelo_h_04_hwp_080_alpha_50_c_15_phi_20.hjs,4,3.2,50,15,20,0.894997126
modelo_h_04_hwp_080_alpha_50_c_15_phi_25.hjs,4,3.2,50,15,25,0.989434411
modelo_h_04_hwp_080_alpha_50_c_15_phi_30.hjs,4,3.2,50,15,30,1.08943569
modelo_h_04_hwp_080_alpha_50_c_15_phi_35.hjs,4,3.2,50,15,35,1.199631195
modelo_h_04_hwp_080_alpha_50_c_15_phi_40.hjs,4,3.2,50,15,40,1.323929018
modelo_h_04_hwp_080_alpha_50_c_15_phi_45.hjs,4,3.2,50,15,45,1.46193443
modelo_h_04_hwp_080_alpha_50_c_20_phi_15.hjs,4,3.2,50,20,15,0.996711648
modelo_h_04_hwp_080_alpha_50_c_20_phi_20.hjs,4,3.2,50,20,20,1.085474739
modelo_h_04_hwp_080_alpha_50_c_20_phi_25.hjs,4,3.2,50,20,25,1.179885559
modelo_h_04_hwp_080_alpha_50_c_20_phi_30.hjs,4,3.2,50,20,30,1.282059357
modelo_h_04_hwp_080_alpha_50_c_20_phi_35.hjs,4,3.2,50,20,35,1.393250478
modelo_h_04_hwp_080_alpha_50_c_20_phi_40.hjs,4,3.2,50,20,40,1.464412747
modelo_h_04_hwp_080_alpha_50_c_20_phi_45.hjs,4,3.2,50,20,45,1.479934207
modelo_h_04_hwp_080_alpha_55_c_00_phi_15.hjs,4,3.2,55,0,15,0.172166483
modelo_h_04_hwp_080_alpha_55_c_00_phi_20.hjs,4,3.2,55,0,20,0.241407632
modelo_h_04_hwp_080_alpha_55_c_00_phi_25.hjs,4,3.2,55,0,25,0.314558962
modelo_h_04_hwp_080_alpha_55_c_00_phi_30.hjs,4,3.2,55,0,30,0.393219036
modelo_h_04_hwp_080_alpha_55_c_00_phi_35.hjs,4,3.2,55,0,35,0.47966616
modelo_h_04_hwp_080_alpha_55_c_00_phi_40.hjs,4,3.2,55,0,40,0.576675031
modelo_h_04_hwp_080_alpha_55_c_00_phi_45.hjs,4,3.2,55,0,45,0.688116066
modelo_h_04_hwp_080_alpha_55_c_05_phi_15.hjs,4,3.2,55,5,15,0.395279659
modelo_h_04_hwp_080_alpha_55_c_05_phi_20.hjs,4,3.2,55,5,20,0.46874823
modelo_h_04_hwp_080_alpha_55_c_05_phi_25.hjs,4,3.2,55,5,25,0.54763898
modelo_h_04_hwp_080_alpha_55_c_05_phi_30.hjs,4,3.2,55,5,30,0.633146488
modelo_h_04_hwp_080_alpha_55_c_05_phi_35.hjs,4,3.2,55,5,35,0.727641838
modelo_h_04_hwp_080_alpha_55_c_05_phi_40.hjs,4,3.2,55,5,40,0.834470829
modelo_h_04_hwp_080_alpha_55_c_05_phi_45.hjs,4,3.2,55,5,45,0.957814352
modelo_h_04_hwp_080_alpha_55_c_10_phi_15.hjs,4,3.2,55,10,15,0.587377944
modelo_h_04_hwp_080_alpha_55_c_10_phi_20.hjs,4,3.2,55,10,20,0.664377027
modelo_h_04_hwp_080_alpha_55_c_10_phi_25.hjs,4,3.2,55,10,25,0.746035475
modelo_h_04_hwp_080_alpha_55_c_10_phi_30.hjs,4,3.2,55,10,30,0.830420465
modelo_h_04_hwp_080_alpha_55_c_10_phi_35.hjs,4,3.2,55,10,35,0.924133052
modelo_h_04_hwp_080_alpha_55_c_10_phi_40.hjs,4,3.2,55,10,40,1.03008694
modelo_h_04_hwp_080_alpha_55_c_10_phi_45.hjs,4,3.2,55,10,45,1.152751094
modelo_h_04_hwp_080_alpha_55_c_15_phi_15.hjs,4,3.2,55,15,15,0.779372096
modelo_h_04_hwp_080_alpha_55_c_15_phi_20.hjs,4,3.2,55,15,20,0.856220572
modelo_h_04_hwp_080_alpha_55_c_15_phi_25.hjs,4,3.2,55,15,25,0.938081866
modelo_h_04_hwp_080_alpha_55_c_15_phi_30.hjs,4,3.2,55,15,30,1.026770028
modelo_h_04_hwp_080_alpha_55_c_15_phi_35.hjs,4,3.2,55,15,35,1.122748487
modelo_h_04_hwp_080_alpha_55_c_15_phi_40.hjs,4,3.2,55,15,40,1.227834402
modelo_h_04_hwp_080_alpha_55_c_15_phi_45.hjs,4,3.2,55,15,45,1.242224206
modelo_h_04_hwp_080_alpha_55_c_20_phi_15.hjs,4,3.2,55,20,15,0.971316839
modelo_h_04_hwp_080_alpha_55_c_20_phi_20.hjs,4,3.2,55,20,20,1.048089029
modelo_h_04_hwp_080_alpha_55_c_20_phi_25.hjs,4,3.2,55,20,25,1.129849915
modelo_h_04_hwp_080_alpha_55_c_20_phi_30.hjs,4,3.2,55,20,30,1.218427954
modelo_h_04_hwp_080_alpha_55_c_20_phi_35.hjs,4,3.2,55,20,35,1.238442167
modelo_h_04_hwp_080_alpha_55_c_20_phi_40.hjs,4,3.2,55,20,40,1.246153084
modelo_h_04_hwp_080_alpha_55_c_20_phi_45.hjs,4,3.2,55,20,45,1.254672441
modelo_h_04_hwp_080_alpha_60_c_00_phi_15.hjs,4,3.2,60,0,15,0.140642658
modelo_h_04_hwp_080_alpha_60_c_00_phi_20.hjs,4,3.2,60,0,20,0.196838972
modelo_h_04_hwp_080_alpha_60_c_00_phi_25.hjs,4,3.2,60,0,25,0.256403047
modelo_h_04_hwp_080_alpha_60_c_00_phi_30.hjs,4,3.2,60,0,30,0.320524163
modelo_h_04_hwp_080_alpha_60_c_00_phi_35.hjs,4,3.2,60,0,35,0.391049384
modelo_h_04_hwp_080_alpha_60_c_00_phi_40.hjs,4,3.2,60,0,40,0.47015589
modelo_h_04_hwp_080_alpha_60_c_00_phi_45.hjs,4,3.2,60,0,45,0.560988084
modelo_h_04_hwp_080_alpha_60_c_05_phi_15.hjs,4,3.2,60,5,15,0.371153433
modelo_h_04_hwp_080_alpha_60_c_05_phi_20.hjs,4,3.2,60,5,20,0.431682275
modelo_h_04_hwp_080_alpha_60_c_05_phi_25.hjs,4,3.2,60,5,25,0.496172272
modelo_h_04_hwp_080_alpha_60_c_05_phi_30.hjs,4,3.2,60,5,30,0.566031774
modelo_h_04_hwp_080_alpha_60_c_05_phi_35.hjs,4,3.2,60,5,35,0.643078218
modelo_h_04_hwp_080_alpha_60_c_05_phi_40.hjs,4,3.2,60,5,40,0.729847755
modelo_h_04_hwp_080_alpha_60_c_05_phi_45.hjs,4,3.2,60,5,45,0.828924658
modelo_h_04_hwp_080_alpha_60_c_10_phi_15.hjs,4,3.2,60,10,15,0.583393666
modelo_h_04_hwp_080_alpha_60_c_10_phi_20.hjs,4,3.2,60,10,20,0.643546767
modelo_h_04_hwp_080_alpha_60_c_10_phi_25.hjs,4,3.2,60,10,25,0.707737936
modelo_h_04_hwp_080_alpha_60_c_10_phi_30.hjs,4,3.2,60,10,30,0.777342363
modelo_h_04_hwp_080_alpha_60_c_10_phi_35.hjs,4,3.2,60,10,35,0.854198361
modelo_h_04_hwp_080_alpha_60_c_10_phi_40.hjs,4,3.2,60,10,40,0.94072656
modelo_h_04_hwp_080_alpha_60_c_10_phi_45.hjs,4,3.2,60,10,45,1.04061326
modelo_h_04_hwp_080_alpha_60_c_15_phi_15.hjs,4,3.2,60,15,15,0.795659581
